target_label,slug,method_name,run_name,n_control_eval,n_perturbed_eval,embedding_dim,epsilon,tau_a,tau_b,rank,evaluation_style,centroid_control_to_perturbed,centroid_bary_to_perturbed,centroid_ratio_bary_to_pert_over_ctrl_to_pert,mmd2_gamma_common_eval,mmd2_control_to_perturbed,mmd2_bary_to_perturbed,mmd2_ratio_bary_to_pert_over_ctrl_to_pert,clf_acc_control_vs_perturbed,clf_auc_control_vs_perturbed,clf_sep_auc_control_vs_perturbed,clf_auc_dist_from_0p5_control_vs_perturbed,clf_acc_bary_vs_perturbed,clf_auc_bary_vs_perturbed,clf_sep_auc_bary_vs_perturbed,clf_auc_dist_from_0p5_bary_vs_perturbed,transport_mass_total,row_mass_min,row_mass_max,col_mass_min,col_mass_max,row_entropy_mean,row_entropy_median,effective_targets_per_source_mean,effective_targets_per_source_median,annot_label_transfer_acc_source_to_target,annot_label_transfer_mean_max_prob,converged,transport_cost,old_separate_bandwidth_mmd2_control_to_perturbed,old_separate_bandwidth_mmd2_bary_to_perturbed,old_separate_bandwidth_mmd2_ratio_bary_to_pert_over_ctrl_to_pert
DMAP1 KO,DMAP1_KO,rna_only_pca,rna_only_pca__eps0p001__taua0p9__taub0p9,229,46,50,0.001,0.9,0.9,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,2.6636619567871094,0.9514206647872925,0.35718521352269844,0.029073188470002547,0.12431335629165308,0.027932761752664348,0.22469638489311602,0.9397590361445783,0.9254658385093169,0.9254658385093169,0.42546583850931685,0.5903614457831325,0.27795031055900615,0.7220496894409938,0.22204968944099385,0.0008272226778077337,0.0,0.00032499676197299894,0.0,0.0003750103440989346,0.08016296419388898,6.6435579265437065e-06,1.1061338352640138,1.000006643579995,1.0,0.9781659388646288,True,0.0189934503287076,0.1242471375469645,0.0297422488402264,0.2393797509337718
DMAP1 KO,DMAP1_KO,rna_only_pca,rna_only_pca__eps0p003__taua1__taub1,229,46,50,0.003,1.0,1.0,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,2.6636619567871094,0.009339804761111736,0.0035063776532579774,0.026405581207524773,0.12411567115280653,0.002111949801872348,0.017015980192156357,0.9397590361445783,0.9254658385093169,0.9254658385093169,0.42546583850931685,0.3253012048192771,0.08385093167701864,0.9161490683229814,0.4161490683229814,0.9999928054886407,0.004365439992398024,0.004366902850219429,0.021371233044192195,0.021785428996056885,0.31428757038179017,0.13117631682111888,1.4682424156285219,1.140168794527854,1.0,1.0,True,0.8264408111572266,0.1242471375469645,0.0023146511048794,0.0186294119170719
DMAP1 KO,DMAP1_KO,rna_only_pca,rna_only_pca__eps0p003__taua0p95__taub0p95,229,46,50,0.003,0.95,0.95,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,2.6636617183685303,0.786109209060669,0.2951235149867882,0.028972854963818618,0.12432266640033429,0.02047695630669155,0.16470814936315178,0.9397590361445783,0.9254658385093169,0.9254658385093169,0.42546583850931685,0.5301204819277109,0.15476190476190477,0.8452380952380952,0.34523809523809523,0.16566060354537526,0.0,0.003087547956139628,3.5629529942898644e-34,0.011244139611548734,0.2614195961939418,0.0861539843679906,1.3711346479841835,1.089974154364788,1.0,0.9781659388646288,True,0.1017233505845069,0.1242471484748669,0.0219645545437932,0.1767811560539456
DMAP1 KO,DMAP1_KO,rna_only_pca,rna_only_pca__eps0p003__taua0p9__taub0p9,229,46,50,0.003,0.9,0.9,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,2.6636619567871094,0.8976485133171082,0.33699791035039806,0.0297173507280695,0.12422531624426247,0.02853262347376373,0.2296844502907961,0.9397590361445783,0.9254658385093169,0.9254658385093169,0.42546583850931685,0.5783132530120482,0.23757763975155277,0.7624223602484472,0.26242236024844723,0.03980236712433506,0.0,0.0022820817798015164,0.0,0.005125885549585286,0.24487951698129118,0.052321266567467356,1.3532802205102108,1.0537142112888551,1.0,0.9781659388646288,True,0.0555955432355403,0.1242471375469645,0.0309101372408665,0.2487794717136459
DMAP1 KO,DMAP1_KO,rna_only_pca,rna_only_pca__eps0p01__taua1__taub1,229,46,50,0.01,1.0,1.0,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,2.6636619567871094,0.010191564448177814,0.0038261478421499134,0.02896671226435923,0.12432318420024258,0.014508789730823812,0.11670220501636333,0.9397590361445783,0.9254658385093169,0.9254658385093169,0.42546583850931685,0.4939759036144578,0.09523809523809522,0.9047619047619048,0.40476190476190477,1.0000017464713225,0.00436668936163187,0.004367152333047052,0.021336749026999287,0.021750582781488698,0.866312187069966,0.8400060646321243,2.73721463259893,2.316381024737269,1.0,1.0,True,0.8491237163543701,0.1242471375469645,0.0179089516821001,0.1441397527192986
DMAP1 KO,DMAP1_KO,rna_only_pca,rna_only_pca__eps0p01__taua0p95__taub0p95,229,46,50,0.01,0.95,0.95,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,2.6636619567871094,0.6206721663475037,0.23301461537414986,0.03087336246949339,0.12395079841928192,0.030830342876765116,0.24873049040375617,0.9397590361445783,0.9254658385093169,0.9254658385093169,0.42546583850931685,0.5180722891566265,0.10973084886128363,0.8902691511387164,0.39026915113871635,0.5941470533582345,0.0,0.004164701535427232,6.388155197914301e-12,0.021074265552115955,0.8745281603105066,0.8614816122223178,2.7290566914565075,2.3666645765297294,1.0,0.982532751091703,True,0.2070745229721069,0.1242471375469645,0.037108062892362,0.2986633223508703
DMAP1 KO,DMAP1_KO,rna_only_pca,rna_only_pca__eps0p01__taua0p9__taub0p9,229,46,50,0.01,0.9,0.9,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,2.6636619567871094,0.7228960394859314,0.27139180992691864,0.03154298728333703,0.12372805745139248,0.03806050965515384,0.30761421814212353,0.9397590361445783,0.9254658385093169,0.9254658385093169,0.42546583850931685,0.5180722891566265,0.13043478260869562,0.8695652173913044,0.3695652173913044,0.3805397241428694,0.0,0.004164652326319014,1.3912420833331185e-21,0.018693540748505256,0.8398430066215806,0.8773772475693941,2.6180362709576332,2.404584798192636,1.0,0.9781659388646288,True,0.1451322883367538,0.1242471375469645,0.0455915092804299,0.3669421298595044
EZH2 KO,EZH2_KO,rna_only_pca,rna_only_pca__eps0p001__taua1__taub1,229,39,50,0.001,1.0,1.0,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,1.7256256341934204,0.0037980019114911556,0.0022009419866241093,0.02910907709844649,0.062310934479362756,0.0005054424316701667,0.008111616940002208,0.8641975308641975,0.9130434782608696,0.9130434782608696,0.4130434782608696,0.2839506172839506,0.13345410628019327,0.8665458937198067,0.3665458937198067,0.9999884675496965,0.004362184030469507,0.004367005145929886,0.025603926032619215,0.026121802162718075,0.13865622952527817,4.4407196944697445e-05,1.1908547658219626,1.000044408182959,1.0,1.0,True,0.8207824230194092,0.0620717808710092,0.0005528452422021,0.0089065471369506
EZH2 KO,EZH2_KO,rna_only_pca,rna_only_pca__eps0p001__taua0p95__taub0p95,229,39,50,0.001,0.95,0.95,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,1.7256256341934204,0.6163100600242615,0.35715166013532984,0.03185103366519546,0.06299388662646821,0.019079013052900162,0.30287086691494464,0.8641975308641975,0.9130434782608696,0.9130434782608696,0.4130434782608696,0.5802469135802469,0.1419082125603865,0.8580917874396135,0.3580917874396135,0.011182590940026764,0.0,0.000976167168118991,5.210015601722621e-11,0.0017002159972747059,0.09032244410653488,5.763289718434117e-07,1.1244795160357264,1.000000576329138,1.0,0.9781659388646288,True,0.0386691018939018,0.0620717808710092,0.0206394401573374,0.3325092315335375
EZH2 KO,EZH2_KO,rna_only_pca,rna_only_pca__eps0p001__taua0p9__taub0p9,229,39,50,0.001,0.9,0.9,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,1.7256256341934204,0.6320860385894775,0.36629383921091474,0.031816443101706046,0.06298765567727416,0.01997909301852152,0.3171906114570628,0.8641975308641975,0.9130434782608696,0.9130434782608696,0.4130434782608696,0.6049382716049383,0.1606280193236715,0.8393719806763285,0.3393719806763285,0.0007566043694944535,0.0,0.00011825795530202674,1.664629140863302e-19,0.00018174938007960574,0.07768303395166731,1.1743847006046304e-07,1.1034060341495362,1.000000117438477,1.0,0.9781659388646288,True,0.0189942438155412,0.0620717808710092,0.0215884688038534,0.3477984440097864
EZH2 KO,EZH2_KO,rna_only_pca,rna_only_pca__eps0p003__taua1__taub1,229,39,50,0.003,1.0,1.0,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,1.7256256341934204,0.0024660606868565083,0.001429082089412271,0.029809402554093246,0.06252351650875276,0.0016347184756041466,0.026145657936167105,0.8641975308641975,0.9130434782608696,0.9130434782608696,0.4130434782608696,0.2962962962962963,0.12198067632850244,0.8780193236714976,0.37801932367149754,0.9999906789686411,0.004364101097337425,0.004366852647816033,0.025604753565176788,0.025949148615471134,0.26692279777470274,0.10501296134002124,1.4005266388019881,1.1107250067468892,1.0,1.0,True,0.8277049660682678,0.0620717808710092,0.0018426993103185,0.0296865867945346
EZH2 KO,EZH2_KO,rna_only_pca,rna_only_pca__eps0p003__taua0p95__taub0p95,229,39,50,0.003,0.95,0.95,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,1.7256256341934204,0.4898635745048523,0.2838759258081031,0.03209922911166627,0.06303693078236572,0.01514788537614642,0.2403017594312185,0.8641975308641975,0.9130434782608696,0.9130434782608696,0.4130434782608696,0.5432098765432098,0.14492753623188406,0.855072463768116,0.35507246376811596,0.1721483489976158,0.0,0.003666681765455155,3.2822580809611254e-05,0.013082581596467623,0.22607128396753187,0.018551492364654393,1.322656082441362,1.0187246403597063,1.0,0.9781659388646288,True,0.1010540872812271,0.0620717808710092,0.0167129122857717,0.2692513739939682
EZH2 KO,EZH2_KO,rna_only_pca,rna_only_pca__eps0p003__taua0p9__taub0p9,229,39,50,0.003,0.9,0.9,-1,plan_barycenter_common_RNA_PCA_shared_MMD_bandwidth,1.7256256341934204,0.5914605855941772,0.3427513904953281,0.0325602323742971,0.06310926376340031,0.020811035217383256,0.32976197116488054,0.8641975308641975,0.9130434782608696,0.9130434782608696,0.4130434782608696,0.5802469135802469,0.1316425120772947,0.8683574879227053,0.3683574879227053,0.04182908278431093,0.0,0.0022561145793688524,3.265350880638594e-08,0.005025137440970458,0.21618538848976304,0.022252594665484793,1.3112830000543763,1.022502030411621,1.0,0.9781659388646288,True,0.055510438978672,0.0620717808710092,0.0229919502730874,0.3704090643196907
