model,ko,split,n_real_ko_cells,norm_delta_real,norm_delta_pred,pcc_all,expr_pcc_all,pcc_DE20,mse_DE20,expr_pcc_DE20,pcc_DE50,mse_DE50,expr_pcc_DE50,pcc_DE100,mse_DE100,expr_pcc_DE100,pcc_DE500,mse_DE500,expr_pcc_DE500,pcc_DE1000,mse_DE1000,expr_pcc_DE1000,mse_all,cos_sim_delta,cos_sim_expr,per_cell_pcc_DE20,per_cell_pcc_DE50,per_cell_pcc_DE100,per_cell_pcc_DE500,per_cell_pcc_DE1000,per_cell_pcc_all,spread_pred,mmd2_pred_vs_real_DE100,spread_real
mean_pert_loko__EP400_SMARCA4,ACTL6A,val_test,20,6.624892234802246,2.2574589252471924,0.6632593870162964,0.938758373260498,0.9388377070426941,0.5570645332336426,0.6372147798538208,0.875822901725769,0.3387531638145447,0.605942964553833,0.8076029419898987,0.22178329527378082,0.7050212621688843,0.6951146721839905,0.05693034455180168,0.8898826837539673,0.6693775057792664,0.029020173475146294,0.9282115697860718,0.014562399126589298,0.6639907360076904,0.9468116760253906,0.19744010269641876,0.1811758279800415,0.14323286712169647,0.10979905724525452,0.1031930148601532,0.10140444338321686,0.1973341703414917,0.06848934247897351,0.16698403656482697
ntc_identity_loko__EP400_SMARCA4,ACTL6A,val_test,20,6.624892234802246,0.0,,0.9048157930374146,,0.8708821535110474,0.2588629126548767,,0.5354271531105042,0.3636450171470642,,0.34086790680885315,0.5477895736694336,,0.08724024891853333,0.8253598213195801,,0.04388398304581642,0.8878875970840454,0.021944599226117134,,0.9174647927284241,-0.01603817567229271,-0.008427952416241169,-0.007732710801064968,-0.0011081855045631528,-0.00047154646017588675,-0.0003305699792690575,0.1973341703414917,0.07375587212177086,0.16698403656482697
linear_mf_loko__EP400_SMARCA4,ACTL6A,all,104,5.6835455894470215,5.675204277038574,0.9923984408378601,0.998940110206604,0.9978625774383545,0.0019992750603705645,0.9979036450386047,0.9978874325752258,0.001906487625092268,0.9986239671707153,0.9967466592788696,0.0017317028250545263,0.998042643070221,0.9934008717536926,0.000866480462718755,0.9982833862304688,0.9927005767822266,0.0005057700327597558,0.9986430406570435,0.0002988550113514066,0.990735650062561,0.9989075660705566,0.6103011965751648,0.5882537364959717,0.5252704620361328,0.3840729892253876,0.3650287985801697,0.3601835370063782,0.21215558052062988,0.016293842144701084,0.21162690222263336
mean_pert_loko__EP400_SMARCA4,ACTL6A,all,104,5.6835455894470215,2.0091867446899414,0.7882032990455627,0.9606322646141052,0.9110679030418396,0.3782222270965576,0.6975897550582886,0.9233522415161133,0.22221584618091583,0.8130322098731995,0.8808155059814453,0.14356058835983276,0.8202940225601196,0.7998335957527161,0.03622553125023842,0.9248872995376587,0.7888146638870239,0.018299657851457596,0.9469693899154663,0.009158636443316936,0.7891131639480591,0.9662879705429077,0.2075120359659195,0.19076788425445557,0.16343232989311218,0.11612021178007126,0.10974442213773727,0.10811454802751541,0.21215558052062988,0.02403465563229048,0.21162690222263336
ntc_identity_loko__EP400_SMARCA4,ACTL6A,all,104,5.6835455894470215,0.0,,0.9278880953788757,,0.6602911353111267,0.447332501411438,,0.4049225151538849,0.6237645149230957,,0.25869235396385193,0.6570022106170654,,0.06434395909309387,0.8606558442115784,,0.032296787947416306,0.9023798108100891,0.016151344403624535,,0.9381846189498901,-0.0128169609233737,-0.008220451883971691,-0.004771358333528042,0.00029629594064317644,0.0006741856341250241,0.000892923038918525,0.21215558052062988,0.028735968004008124,0.21162690222263336
linear_mf_loko__EP400_SMARCA4,DMAP1,test,23,5.017430782318115,5.278919696807861,0.6933562755584717,0.9690061807632446,0.9284636974334717,0.09751133620738983,0.9059960842132568,0.8927297592163086,0.0758933499455452,0.9291779398918152,0.853476345539093,0.06370460242033005,0.9164360165596008,0.7374347448348999,0.02647201158106327,0.9525754451751709,0.6986950635910034,0.016070952638983727,0.9633975028991699,0.008161489851772785,0.6931543350219727,0.9726285338401794,0.5525515079498291,0.44919562339782715,0.38233521580696106,0.26272499561309814,0.2414027452468872,0.23760028183460236,0.1879892498254776,0.05351237741594283,0.18071943521499634
mean_pert_loko__EP400_SMARCA4,DMAP1,test,23,5.017430782318115,2.4465126991271973,0.5821593999862671,0.9572093486785889,0.8372218012809753,0.21211543679237366,0.5469505190849304,0.7770847678184509,0.14697475731372833,0.7408398985862732,0.725670337677002,0.10511340200901031,0.7705777287483215,0.6155552864074707,0.03203878924250603,0.9153429269790649,0.589743971824646,0.01672021672129631,0.9487929344177246,0.008443125523626804,0.5814070701599121,0.9633325934410095,0.20899324119091034,0.16826926171779633,0.1505565345287323,0.1062401756644249,0.09726491570472717,0.09562888741493225,0.1879892498254776,0.05750167507758753,0.18071943521499634
ntc_identity_loko__EP400_SMARCA4,DMAP1,test,23,5.017430782318115,0.0,,0.9373948574066162,,0.39919450879096985,0.26205819845199585,,0.2705274522304535,0.5672405958175659,,0.1828145980834961,0.6276024580001831,,0.049703024327754974,0.8747004270553589,,0.025172248482704163,0.9246929287910461,0.012587305158376694,,0.9461535215377808,-0.010630576871335506,-0.00648747943341732,-0.00507593248039484,-0.0030320826917886734,-0.002677327021956444,-0.0026258532889187336,0.1879892498254776,0.061528676768128024,0.18071943521499634
linear_mf_loko__EP400_SMARCA4,DMAP1,val_test,46,4.832782745361328,5.203190803527832,0.8478739261627197,0.9850594997406006,0.9615288972854614,0.033885713666677475,0.9618521332740784,0.9461430907249451,0.03529932349920273,0.953406572341919,0.9374517798423767,0.024689126759767532,0.960525631904602,0.8693409562110901,0.012699667364358902,0.9791007041931152,0.8492317199707031,0.007641579490154982,0.9825214147567749,0.0038944289553910494,0.8478547930717468,0.9866663217544556,0.540952742099762,0.5045942068099976,0.44196534156799316,0.3069005012512207,0.28670158982276917,0.28460317850112915,0.1973341703414917,0.027609811185597872,0.18753986060619354
mean_pert_loko__EP400_SMARCA4,DMAP1,val_test,46,4.832782745361328,2.2574589252471924,0.5594675540924072,0.9625023603439331,0.8609946966171265,0.27421504259109497,0.6526472568511963,0.7702524065971375,0.16806413233280182,0.6631794571876526,0.7337517142295837,0.11089325696229935,0.7694522142410278,0.5865215063095093,0.031174311414361,0.9391769170761108,0.5620315670967102,0.01615101844072342,0.9556902647018433,0.00810836162418127,0.5607426762580872,0.9677596092224121,0.15714019536972046,0.14923420548439026,0.13177339732646942,0.09243576228618622,0.08557962626218796,0.08469267934560776,0.1973341703414917,0.033561835522984716,0.18753986060619354
